"async def restore(self):  
    # Restore the transport's protocol to the original one stored in self._proto.
    self._transport.set_protocol(self._proto)  
    
    # If reading was previously paused, resume reading on the transport.
    if self._should_resume_reading:  
        self._transport.resume_reading()  
    
    # If there is a pending write-ready future, cancel it as it is no longer needed.
    # The cancellation has no effect because the protocol is switched back and no code
    # should be waiting for the future anymore.
    if self._write_ready_fut is not None:  
        self._write_ready_fut.cancel()  
    
    # If writing was previously paused, resume writing on the protocol.
    if self._should_resume_writing:  
        self._proto.resume_writing()  
","The restore method is an asynchronous function that restores the transport's protocol and flow control settings. It first sets the protocol back to its original state, then checks if reading or writing should be resumed based on the saved states. If reading should be resumed, it calls the resume_reading method on the transport. If there is a pending write readiness future (_write_ready_fut), it cancels the future, ensuring that no code is waiting for it anymore. Finally, if writing should be resumed, it invokes the resume_writing method on the protocol. This method is used to undo the temporary flow control changes and restore normal operations"
"def _attach(self, transport):  
    # Assert that the _sockets attribute is not None, ensuring that the object is initialized properly.
    assert self._sockets is not None  
    
    # Add the provided transport to the _clients set, which tracks active client connections.
    self._clients.add(transport)  
","The _attach method is used to attach a transport to the current object, typically adding the transport to a set of client connections. The method asserts that the _sockets attribute is not None, which is likely a precondition to ensure that the object has been properly initialized before attaching a new transport. It then adds the provided transport to the _clients set, which presumably tracks active client connections. This function is useful for managing and keeping track of multiple transports in networking or server-side applications."
"def _start_serving(self):  
    # If the server is already serving, do nothing.
    if self._serving:  
        return  
    
    # Set the _serving flag to True, indicating that the server is now active.
    self._serving = True  
    
    # Iterate over each socket in the _sockets collection and start listening for connections.
    for sock in self._sockets:  
        sock.listen(self._backlog)  # Begin accepting incoming connections on the socket.
        
        # Start serving by calling the _start_serving method on the event loop,
        # passing the protocol factory, socket, SSL context, and other parameters.
        self._loop._start_serving(  
            self._protocol_factory,  # Protocol factory for creating protocol instances.
            sock,                    # The socket that will accept incoming connections.
            self._ssl_context,       # The SSL context for secure connections (if applicable).
            self,                    # The current object, likely representing the server.
            self._backlog,           # The backlog value, defining how many connections can be queued.
            self._ssl_handshake_timeout,  # Timeout for the SSL handshake.
            self._ssl_shutdown_timeout  # Timeout for the SSL shutdown.
        )
","The _start_serving method initiates the serving process for the server by setting the server state to ""serving"" and then configuring the sockets to start accepting connections. If the server is already in the ""serving"" state (self._serving is True), the method simply returns without performing any further action. Otherwise, it sets the _serving flag to True, indicating that the server is now actively serving. It then iterates over the _sockets collection, invoking the listen() method on each socket to begin accepting incoming connections. The method also calls _start_serving on the event loop (self._loop), passing necessary parameters like the protocol factory, SSL context, and various timeouts to manage SSL handshake and shutdown operations."
"def create_task(self, coro, *, name=None, context=None):  
    """"""Schedule a coroutine object.

    Return a task object.
    """"""
    
    # Check if the event loop is closed. If it is, prevent scheduling further tasks.
    self._check_closed()  
    
    # If no custom task factory is defined, create a Task using the default constructor.
    if self._task_factory is None:  
        # Create a task for the given coroutine (coro), with the event loop (self), name, and context.
        task = tasks.Task(coro, loop=self, name=name, context=context)  
        
        # If the task has a source traceback (it could have been copied from elsewhere), remove the last trace.
        if task._source_traceback:  
            del task._source_traceback[-1]  
    
    else:  
        # If a custom task factory is set, use it to create the task.
        if context is None:  
            # Use the legacy API if context is not provided.
            task = self._task_factory(self, coro)  
        else:  
            # Use the custom task factory and provide the context if specified.
            task = self._task_factory(self, coro, context=context)  

        # Set the task's name, ensuring it is set appropriately.
        task.set_name(name)  
    
    # Return the created task object, which represents the scheduled coroutine.
    return task  
","The create_task method schedules a coroutine for execution in the event loop, returning a task object that tracks the coroutine's execution. It first checks if the event loop is closed by calling _check_closed(). If no custom task factory (_task_factory) is set, it creates a Task object using the default task constructor. If a custom task factory is defined, it uses it to create the task, optionally passing a context. The method also ensures that the task name is set, and if the task has a source traceback, it removes the last element to avoid unwanted tracebacks from propagating. This method is crucial for managing coroutines within an event loop, scheduling them to run asynchronously."
"def _asyncgen_finalizer_hook(self, agen):  
    # Remove the asynchronous generator (agen) from the set of active generators.
    self._asyncgens.discard(agen)  
    
    # If the event loop is not closed, schedule the closing of the asynchronous generator.
    if not self.is_closed():  
        # Use call_soon_threadsafe to safely schedule the closing of the generator in the event loop.
        self.call_soon_threadsafe(self.create_task, agen.aclose())  
","The _asyncgen_finalizer_hook method is a finalizer for asynchronous generators, designed to clean up and close asynchronous generators when they are no longer in use. It removes the generator (agen) from the set of active asynchronous generators (self._asyncgens). If the event loop is still open (not closed), it schedules the asynchronous generator's aclose() method to be called, which ensures that any remaining asynchronous resources held by the generator are properly cleaned up. This method helps in managing the lifecycle of asynchronous generators, ensuring that resources are released when the generator is discarded."
"def _asyncgen_firstiter_hook(self, agen):  
    # If asynchronous generators have already been shut down, issue a warning.
    if self._asyncgens_shutdown_called:  
        warnings.warn(  
            f""asynchronous generator {agen!r} was scheduled after ""  
            f""loop.shutdown_asyncgens() call"",  # Warning message, indicating that the generator was scheduled too late.
            ResourceWarning,  # The type of warning issued (ResourceWarning).
            source=self)  # The source of the warning (self, indicating it's the current loop instance).

    # Add the asynchronous generator (agen) to the set of active async generators.
    self._asyncgens.add(agen)  
","The _asyncgen_firstiter_hook method is invoked when an asynchronous generator (agen) is first iterated. This hook is responsible for tracking the generator and ensuring proper warning handling if the generator is scheduled after the event loop has initiated its shutdown sequence for asynchronous generators. If the loop's shutdown process (loop.shutdown_asyncgens()) has already been called, it raises a warning indicating that an asynchronous generator was scheduled too late in the process. Regardless of the shutdown state, the generator is added to the set of active asynchronous generators (self._asyncgens), signaling that the event loop should manage it until it is completed or closed."
"async def shutdown_asyncgens(self):  
    """"""Shutdown all active asynchronous generators.""""""  
    # Mark that the asynchronous generator shutdown process has started.
    self._asyncgens_shutdown_called = True  

    # If there are no active generators or the Python version is less than 3.6,
    # return early as there is nothing to shut down.
    if not len(self._asyncgens):  
        # This covers both cases where no async generators are active or the
        # system doesn't support async generators (e.g., Python version < 3.6).
        return  

    # Convert the set of active async generators into a list for closing.
    closing_agens = list(self._asyncgens)  
    self._asyncgens.clear()  # Clear the list of active asynchronous generators.

    # Gather results from calling 'aclose()' on each generator asynchronously.
    results = await tasks.gather(  
        *[ag.aclose() for ag in closing_agens],  # Schedule the closing of each async generator.
        return_exceptions=True  # Return exceptions as results instead of raising them.
    )  

    # Iterate over the results and their corresponding generators.
    for result, agen in zip(results, closing_agens):  
        # If an exception was raised during the closing of the generator, handle it.
        if isinstance(result, Exception):  
            # Call the exception handler to manage and log the error.
            self.call_exception_handler({  
                'message': f'an error occurred during closing of '  
                           f'asynchronous generator {agen!r}',  # Error message including the generator.
                'exception': result,  # The exception that was raised.
                'asyncgen': agen  # The generator that caused the error.
            })
","The shutdown_asyncgens method is responsible for shutting down all active asynchronous generators within the event loop. It first sets a flag (_asyncgens_shutdown_called) to True to mark that the shutdown process has started. If there are no active asynchronous generators, or if the Python version is lower than 3.6 (which doesn't support the necessary asynchronous generator features), the method returns early without performing any action. If there are active generators, it collects them, clears the list of active generators, and then proceeds to close each asynchronous generator using its aclose() method. The method gathers the results of the aclose() calls, handling any exceptions that occur during the closure. If an exception occurs for any generator, the exception handler is called to log or manage the error appropriately."
"async def shutdown_default_executor(self, timeout=None):  
    """"""Schedule the shutdown of the default executor.

    The timeout parameter specifies the amount of time the executor will
    be given to finish joining. The default value is None, which means
    that the executor will be given an unlimited amount of time.
    """"""  
    # Mark that the shutdown of the executor has been requested.
    self._executor_shutdown_called = True  

    # If there is no default executor, nothing to shut down.
    if self._default_executor is None:  
        return  

    # Create a future that will represent the shutdown operation.
    future = self.create_future()  

    # Start a new thread to perform the shutdown operation asynchronously.
    thread = threading.Thread(target=self._do_shutdown, args=(future,))  
    thread.start()  # Start the shutdown thread.

    try:  
        # Wait for the future to complete within the specified timeout.
        async with timeouts.timeout(timeout):  
            await future  # Await the completion of the executor shutdown.
    except TimeoutError:  
        # If the shutdown takes longer than the timeout, issue a warning.
        warnings.warn(  
            ""The executor did not finishing joining ""  
            f""its threads within {timeout} seconds."",  # Warning message.
            RuntimeWarning,  # The warning type.
            stacklevel=2)  # Set the stack level to highlight where the warning is generated.
        
        # Force the executor to shut down without waiting for threads.
        self._default_executor.shutdown(wait=False)  
    else:  
        # If shutdown completed successfully within the timeout, join the shutdown thread.
        thread.join()  
","The shutdown_default_executor method is used to shut down the default executor associated with the event loop. The method schedules the shutdown of the executor by starting a separate thread that handles the shutdown process. The timeout parameter specifies the maximum time allowed for the executor to finish its operations. If the timeout expires before the executor finishes, a TimeoutError is raised, and a warning is issued. If the shutdown completes within the given timeout, the method waits for the thread to join and clean up. This method ensures that the executor is cleanly shut down, and handles cases where the shutdown takes longer than expected by issuing appropriate warnings."
"def _do_shutdown(self, future):  
    try:  
        # Attempt to shut down the default executor and wait for threads to finish.
        self._default_executor.shutdown(wait=True)  

        # If the event loop is not closed, set the result of the future as 'None',
        # indicating the shutdown was successful and completed.
        if not self.is_closed():  
            self.call_soon_threadsafe(  # Schedule the result setting on the event loop.
                futures._set_result_unless_cancelled,  # Helper function to set result if not cancelled.
                future,  # The future that will be set.
                None  # No exception, indicating successful completion.
            )  
    except Exception as ex:  
        # If an error occurs during the shutdown, handle it.
        if not self.is_closed() and not future.cancelled():  
            # If the future is not cancelled and the loop is not closed, set the exception on the future.
            self.call_soon_threadsafe(future.set_exception, ex)  # Set the exception on the future.
","The _do_shutdown method is responsible for shutting down the default executor by calling its shutdown() method and waiting for all threads to finish. If the shutdown process completes successfully and the event loop is still open, the method sets the result of the provided future to None, indicating that the shutdown has completed without issues. If any exceptions occur during the shutdown process, they are captured and the exception is set on the future (if it hasn't been cancelled), allowing the event loop to handle or log the error accordingly."
"def _run_forever_setup(self):  
    """"""Prepare the run loop to process events.

    This method exists so that custom custom event loop subclasses (e.g., event loops
    that integrate a GUI event loop with Python's event loop) have access to all the
    loop setup logic.
    """"""  
    # Ensure the event loop is not closed before starting the run forever process.
    self._check_closed()  

    # Ensure the event loop is not already running (cannot run again if already running).
    self._check_running()  

    # Set up coroutine origin tracking if debugging is enabled.
    self._set_coroutine_origin_tracking(self._debug)  

    # Save the current asynchronous generator hooks for later restoration.
    self._old_agen_hooks = sys.get_asyncgen_hooks()  

    # Record the thread identifier of the current thread.
    self._thread_id = threading.get_ident()  

    # Set custom async generator hooks for first iteration and finalization.
    sys.set_asyncgen_hooks(  
        firstiter=self._asyncgen_firstiter_hook,  # Hook for the first iteration of async generators.
        finalizer=self._asyncgen_finalizer_hook  # Hook for finalization of async generators.
    )  

    # Mark the current event loop as the running loop in the events module.
    events._set_running_loop(self)  
","The _run_forever_setup method is responsible for preparing the event loop to process events. It performs essential setup tasks such as verifying that the loop is not closed and that it is not already running, enabling coroutine origin tracking for debugging, and setting asynchronous generator hooks. The method also records the thread identifier and sets custom asynchronous generator hooks that handle the first iteration and finalization of asynchronous generators. Additionally, it marks the event loop as the current running loop, ensuring that the system is aware of the loop that is active. This setup is crucial for the proper functioning of the event loop, especially when integrating with custom or GUI event loops."
"def run_until_complete(self, future):  
    """"""Run until the Future is done.

    If the argument is a coroutine, it is wrapped in a Task.

    WARNING: It would be disastrous to call run_until_complete()
    with the same coroutine twice -- it would wrap it in two
    different Tasks and that can't be good.

    Return the Future's result, or raise its exception.
    """"""  
    # Ensure the event loop is not closed before running.
    self._check_closed()  

    # Ensure the event loop is not already running (cannot run again if already running).
    self._check_running()  

    # Check if the provided argument is a Future, if not, wrap it in a Task.
    new_task = not futures.isfuture(future)  
    future = tasks.ensure_future(future, loop=self)  # Ensure it's a future (wrap if it's a coroutine).
    
    if new_task:  
        # If the future is newly created (not passed as a Future), prevent logging pending task destruction.
        future._log_destroy_pending = False  

    # Add a callback that will run when the Future is done.
    future.add_done_callback(_run_until_complete_cb)  

    try:  
        # Run the event loop until the Future completes.
        self.run_forever()  
    except:  
        # Handle the case where the Future raised an exception.
        if new_task and future.done() and not future.cancelled():
            # If the coroutine raised a BaseException, consume the exception.
            # This avoids logging a warning since the caller doesn't have access to the task.
            future.exception()  
        raise  # Re-raise the exception if there was one.
    finally:  
        # Remove the done callback to avoid it being called again.
        future.remove_done_callback(_run_until_complete_cb)  

    # If the future is not done after the event loop stops, raise an error.
    if not future.done():  
        raise RuntimeError('Event loop stopped before Future completed.')  

    # Return the result of the future (or raise its exception).
    return future.result()  
","The run_until_complete method runs the event loop until the given Future is completed. If the argument is a coroutine, it wraps the coroutine in a Task. This method ensures that the event loop processes events until the specified Future is done, handling the completion or failure of the Future. It also ensures that the provided Future is properly handled and cleaned up, including managing any exceptions that may arise during the event loop's execution. The method returns the result of the Future or raises its exception. If the event loop stops before the Future is completed, a RuntimeError is raised."
"async def _sendfile_fallback(self, transp, file, offset, count):  
    # If an offset is specified, seek to that position in the file.
    if offset:  
        file.seek(offset)  
    
    # Set blocksize to the minimum of the requested count or 16KB (16384 bytes).
    blocksize = min(count, 16384) if count else 16384  
    
    # Initialize a buffer to store the read data.
    buf = bytearray(blocksize)  
    
    # Variable to track the total amount of data sent.
    total_sent = 0  
    
    # Create a custom protocol for managing the flow of data.
    proto = _SendfileFallbackProtocol(transp)  
    
    try:  
        while True:  
            # If a count is provided, adjust the blocksize to the remaining count.
            if count:  
                blocksize = min(count - total_sent, blocksize)  
                if blocksize <= 0:  
                    return total_sent  # If all data is sent, return the total sent.

            # Create a memory view of the buffer up to the current blocksize.
            view = memoryview(buf)[:blocksize]  

            # Read data from the file into the buffer asynchronously.
            read = await self.run_in_executor(None, file.readinto, view)  
            if not read:  
                return total_sent  # If no more data is read (EOF), return the total sent.

            # Ensure the transport is ready to send more data (drain).
            await proto.drain()  

            # Write the read data to the transport connection.
            transp.write(view[:read])  

            # Update the total number of bytes sent.
            total_sent += read  

    finally:  
        # After sending data, update the file's position if data was sent.
        if total_sent > 0 and hasattr(file, 'seek'):  
            file.seek(offset + total_sent)  

        # Restore the protocol after the send operation.
        await proto.restore()  
","The _sendfile_fallback method is an asynchronous function designed to send a file in chunks over a transport connection, with a fallback mechanism when the sendfile system call is not available or supported. It reads from the provided file starting from the specified offset, sending data in blocks to the transport connection. The function handles the reading of the file, writing data over the transport, and ensuring that the file pointer is correctly updated after data is sent. The method also uses a custom protocol (_SendfileFallbackProtocol) to manage the flow of data and ensure that the transport is ready for the next chunk of data."
"async def _ensure_resolved(self, address, *,  # The function takes an address (host, port) and additional parameters for resolving.
                               family=0,  # The address family (AF_INET for IPv4, AF_INET6 for IPv6, etc.), default is 0 (AF_UNSPEC).
                               type=socket.SOCK_STREAM,  # The socket type, default is SOCK_STREAM (TCP).
                               proto=0,  # The protocol type, default is 0 (any protocol).
                               flags=0,  # Additional flags for getaddrinfo, default is 0.
                               loop):  # The event loop used for asynchronous operations.
    
    host, port = address[:2]  # Extract host and port from the address tuple.
    
    # Attempt to resolve the address using the _ipaddr_info function (local resolution).
    info = _ipaddr_info(host, port, family, type, proto, *address[2:])
    
    if info is not None:  # If the address is already resolved to an IP address.
        return [info]  # Return the resolved information as a list.
    else:
        # If the address is not resolved (i.e., it’s a domain name), use getaddrinfo asynchronously.
        return await loop.getaddrinfo(host, port, family=family, type=type, 
                                      proto=proto, flags=flags)
","The _ensure_resolved method is an asynchronous utility function designed to ensure that a given address (host and port) is resolved to an IP address. The function first attempts to resolve the address using a local method (_ipaddr_info) to check if the provided host is already an IP address. If it is, the method returns the resolved address. If not, it asynchronously resolves the host and port using the event loop's getaddrinfo method. This function is useful for handling both pre-resolved IP addresses and domain names that need resolution."
"async def connect_accepted_socket(  # Define the asynchronous function to handle accepted socket connections.
            self, protocol_factory, sock,  # Self refers to the instance, protocol_factory is used to create a new protocol, sock is the accepted socket.
            *, ssl=None,  # Optional SSL configuration for the connection.
            ssl_handshake_timeout=None,  # Optional timeout for the SSL handshake.
            ssl_shutdown_timeout=None):  # Optional timeout for the SSL shutdown.

    # Check if the socket is of the expected SOCK_STREAM type (TCP socket).
    if sock.type != socket.SOCK_STREAM:
        raise ValueError(f'A Stream Socket was expected, got {sock!r}')

    # If ssl_handshake_timeout is provided, ensure that ssl is also provided.
    if ssl_handshake_timeout is not None and not ssl:
        raise ValueError(
            'ssl_handshake_timeout is only meaningful with ssl')

    # Similarly, ensure ssl_shutdown_timeout is only set if ssl is provided.
    if ssl_shutdown_timeout is not None and not ssl:
        raise ValueError(
            'ssl_shutdown_timeout is only meaningful with ssl')

    # If a socket is provided, check if it's an SSL socket and raise an error if it is.
    if sock is not None:
        _check_ssl_socket(sock)

    # Asynchronously create the connection transport and protocol.
    transport, protocol = await self._create_connection_transport(
        sock, protocol_factory, ssl, '', server_side=True,  # Establish the transport and protocol, indicating that this is a server-side connection.
        ssl_handshake_timeout=ssl_handshake_timeout,  # Pass the SSL handshake timeout if provided.
        ssl_shutdown_timeout=ssl_shutdown_timeout)  # Pass the SSL shutdown timeout if provided.

    # Debugging: If debugging is enabled, log the details of the transport and protocol.
    if self._debug:
        # The transport may have created a new socket for SSL, so get the original socket from the transport.
        sock = transport.get_extra_info('socket')
        logger.debug(""%r handled: (%r, %r)"", sock, transport, protocol)  # Log the socket, transport, and protocol for debugging.

    # Return the established transport and protocol for further use.
    return transport, protocol
","The connect_accepted_socket method is an asynchronous function that handles the connection setup for an accepted socket, typically in the context of a server accepting incoming client connections. It validates the socket type, handles optional SSL configurations, and establishes a transport and protocol using the provided socket. If SSL is involved, the method manages SSL handshake and shutdown timeouts. After successfully establishing the transport and protocol, the function returns them, providing the caller with the necessary components to communicate over the accepted connection."
